Author,Item Barcode,Catalog Title,Item Legacy Total Charges,Item Created Date,Black,Asian,Latinx,Indigenous,White,Pacific Islander/Native Hawaiian,Refugee/Immigrant,Gender Roles,LGBTQ+,Family Structure,Adoption/Foster,Homeless,Socio-Economic,Ability Diverse,Neurodiversity,Mental Illness,Health Concerns,Culture/Religion,Judaism,Islam/Muslim,Hinduism,Own Voices
"YA-BLISS, BRYAN",70474572,Thoughts & prayers : a novel in three parts /,1,10/26/2020,,,,,x,,,,,,,,,,,x,,,,,,
"YA-BLUME, JUDY",44453629,Forever ... /,62,10/5/2005,,,,,x,,,,,,,,,,,,,,,,,
"YA-BLUME, JUDY",54024153,Tiger eyes /,30,6/10/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-BLUNDELL, JUDY",48464614,What I saw and how I lied /,63,12/19/2008,,,,,x,,,x,,,,,,,,,,,,,,
"YA-BOBULSKI, CHELSEA",65018160,The wood /,8,8/9/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-BOBULSKI, CHELSEA",70466982,Remember me /,0,11/4/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-BODEEN, S. A.",52357654,The compound /,82,2/8/2012,,,,,x,,,,,,,,,,,,,,,,,
"YA-BODEEN, S. A.",53972923,The fallout /,32,9/27/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-BODEEN, S. A.",70013206,The tomb /,7,9/26/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-BODEEN, S. A.",65890931,The raft /,5,10/10/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-BOECKER, VIRGINIA",70197660,An assassin's guide to love & treason /,11,10/26/2018,,,,,x,,,x,x,,,,,,,,,,,,,
"YA-BOECKER, VIRGINIA #1",58986621,The witch hunter /,29,1/27/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-BOECKER, VIRGINIA #2",57600520,The king slayer /,28,7/1/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BOEHME, JILLIAN",70277546,Stormrise /,10,10/4/2019,,x,,,,,,x,,,,,,x,,,,,,,,
"YA-BOGNANNI, PETER",70271598,This book is not yet rated : a novel /,2,5/23/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-BOLDEN, TONYA",58890591,Crossing Ebenezer Creek /,3,5/30/2017,x,,,,,,,,,,,,,,,,,x,,,,x
"YA-BOORMAN, KATE A.",70238241,What we buried /,4,4/19/2019,,,,,x,,,,x,,,,,,,,,,,,,
"YA-BOOTH, MOLLY",57931925,Saving Hamlet /,14,11/17/2016,,,,,x,,,x,,,,,,,,,,,,,,
"YA-BOTEJU, TANYA",70268230,"Kings, queens, and in-betweens /",6,5/31/2019,,x,,,x,,,,x,,,,,,,,,,,,,
"YA-BOTTNER, BARBARA",71700355,I Am Here Now,0,8/17/2020,,,,x,,,,,x,x,,,,,,,,,,,,
"YA-BOW, ERIN",56909005,The scorpion rules /,27,10/15/2015,x,x,,,,,,,x,,,,x,,,,,,x,,,
"YA-BOW, ERIN #2",57938094,The swan riders /,6,9/27/2016,x,x,,,,,,,x,,,,x,,,,,,x,,,
"YA-BOWMAN, AKEMI DAWN",70016241,Summer Bird Blue /,13,9/11/2018,,x,,,,,,,x,,,,,,,,,,,,,
"YA-BOWMAN, ERIN #1",54026695,Taken /,85,5/31/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-BOWMAN, ERIN #1",70213293,Taken /,8,8/8/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-BOWMAN, ERIN #2",65075178,Frozen /,8,12/22/2017,,,,,,,,,,,,,,,,,,,,,,
"YA-BOWMAN, ERIN #3",56999758,Forged /,28,4/17/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-BOYNE, JOHN",45633948,The boy in the striped pajamas : a fable /,141,12/28/2006,,,,,x,,,,,,,,,,,,,,x,,,
"YA-BOYNE, JOHN",57645368,The boy at the top of the mountain /,24,6/9/2016,,,,,x,,,,,,,,,,,,,,x,,,
"YA-BRACKEN, ALEXANDRA",54943352,Never fade /,69,11/6/2013,x,x,,,x,,,,,,,,,,,,,,,,,
"YA-BRACKEN, ALEXANDRA",56904303,Through the dark : a Darkest minds collection /,43,12/11/2015,x,x,,,x,,,,,,,,,,,,,,,,,
"YA-BRACKEN, ALEXANDRA #1",57689945,Passenger /,43,1/20/2016,x,,,,x,,,,,,,,,,,,,,,,,
"YA-BRACKEN, ALEXANDRA #2",58982810,Wayfarer /,5,2/25/2017,x,,,,x,,,,,,,,,,,,,,,,,
"YA-BRADBURY, RAY",65094799,Fahrenheit 451 /,23,3/15/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRANDON, JAMES",70255047,"Ziggy, Stardust & me /",4,8/30/2019,x,,,,x,,,,x,,,,,,,,,,,,,
"YA-BRASHARES, ANN",54820337,The here and now /,26,4/3/2014,,,,,x,,x,,,,,,,,,,,,,,,
"YA-BRASHARES, ANN",57983397,The whole thing together /,28,5/2/2017,,x,,,x,,,,,x,,,x,,,,,,,,,
"YA-BRASHARES, ANN",70276522,The second summer of the sisterhood /,3,10/2/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRASHARES, ANN #1",70276530,The sisterhood of the traveling pants /,3,9/27/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRASHARES, ANN #3",57634891,Girls in pants : the third summer of the Sisterhood /,17,5/27/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRASHARES, ANN #4",57673485,Forever in blue : the fourth summer of the Sisterhood /,18,5/25/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRASHEAR, AMY",70203021,The incredible true story of the making of the Eve of destruction /,5,1/7/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRAUN, MELINDA",57972440,Avalanche /,23,12/2/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRAY, LIBBA",49643661,Going bovine /,78,9/22/2009,,,,,x,,,,,,,,,x,,,x,,,,,
"YA-BRAY, LIBBA",56011430,Rebel angels /,18,7/14/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRAY, LIBBA",56943228,The sweet far thing /,19,7/13/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRAY, LIBBA",56917016,Lair of dreams /,23,8/27/2015,x,,,,x,,,x,x,,,,,,,,,,,,,
"YA-BRAY, LIBBA",57673824,A great and terrible beauty /,20,5/25/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRAY, LIBBA",70213061,The diviners /,16,8/8/2018,x,,,,x,,,x,x,,,,,,,,,,,,,
"YA-BRAY, LIBBA #4",70445259,The King of Crows : a Diviners novel /,4,1/31/2020,x,,,,x,,,x,x,,,,,,,,,,,,,
"YA-BREWER, Z.",70472923,Into the Real,1,10/26/2020,,,,,x,,,,x,,,,,,,,,,,,,
"YA-BREZENOFF, STEVE",54827720,Guy in real life /,29,6/4/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-BROCKENBROUGH, MARTHA",56984537,The game of Love and Death /,13,5/7/2015,x,,,,,,,,,,,,,,,,,,,,,
"YA-BRODSKY, DEMETRA",65870156,Dive smack /,3,7/13/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRODY, JESSICA",70206610,The geography of lost things /,8,12/4/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRODY, JESSICA #1",70244512,Sky without stars /,7,3/26/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-BRONTE, EMILY",49194707,Wuthering Heights /,56,6/8/2009,,,,,x,,,,,,,,,,,,,,,,,
"YA-BROOKS, KEVIN",57009995,The bunker diary /,23,3/18/2015,x,,,,x,,,,,,,x,x,,,,,,,,,
"YA-BROWN, ECHO",70442207,Black girl unlimited : the remarkable story of a teenage wizard /,4,2/14/2020,x,,,,,,,,,x,,,x,,,x,,,,,,x
"YA-BROWN, JAYE ROBIN",57927154,Georgia Peaches and other forbidden fruit /,20,9/8/2016,,,,,x,,,,x,,,,,,,,,,,,,
"YA-BROWN, JAYE ROBIN",70271655,The meaning of birds /,10,5/22/2019,,,x,,x,,,,x,,,,,,,,,,,,,
"YA-BROWN, ROSEANNE A.",70434782,A song of wraiths and ruin /,4,8/5/2020,x,,,,,,,,,,,,,,,,,,,,,x
"YA-BROWN, SCOTT",70243266,XL /,3,4/2/2019,,,x,,x,,,,,,,,,,,,x,,,,,
"YA-BRUNNER, KYM",57932063,Flip the bird /,6,11/17/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BUCKLEY, MICHAEL #1",56984974,Undertow /,47,5/7/2015,,,,,x,,x,,,,,,,,,,,,,,,
"YA-BUCKLEY, MICHAEL #2",57680340,Raging sea /,27,2/5/2016,,,,,x,,x,,,,,,,,,,,,,,,
"YA-BUCKLEY, MICHAEL #3",58982463,Heart of the storm /,19,2/25/2017,,,,,x,,x,,,,,,,,,,,,,,,
"YA-BURG, ANN E.",48807010,All the broken pieces /,54,3/12/2009,,x,,,,,x,,,,,,,,,,,,,,,
"YA-BURGESS, MELVIN",54926852,Smack /,25,11/26/2013,,,,,x,,,,,,,,x,,,,,,,,,
"YA-BURGESS, MELVIN",54897046,The hit /,21,2/25/2014,,,,,x,,,,,,,,x,,,,,,,,,
"YA-BURSTEIN, LISA",53034385,Pretty Amy /,23,12/19/2012,,,,,x,,,,,,,,,,,,,,,,,
"YA-BUSBY, CYLIN",57966962,The stranger game /,9,12/27/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BUSHNELL, CANDACE",57673675,The Carrie diaries /,16,5/25/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BUSHNELL, CANDACE",57673782,Summer and the city /,14,5/25/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-BUSHNELL, CANDACE",71716005,Rules for being a girl /,1,5/6/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-BUXBAUM, JULIE",65005530,Tell me three things /,28,6/15/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-BUXBAUM, JULIE",65039141,What to say next /,24,8/28/2017,,x,,,x,,,,,,,,,,x,,,,,,,
"YA-BYRNE, MICHAEL",57639528,Lottery boy /,20,3/29/2016,,,,,x,,,,,x,,x,x,,,,,,,,,
"YA-CABOT, MEG",43466127,Perfect princess /,82,4/14/2004,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG",41665845,The princess present : a princess diaries book /,103,12/1/2004,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG",57741068,All-American girl /,18,5/9/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG",57673774,Being Nikki /,7,5/25/2016,,,,,,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #1",57612699,The princess diaries /,37,5/18/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #10",65023509,Forever princess /,7,8/15/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #3",58887761,Princess in love /,12,6/1/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #4",58887779,Princess in waiting /,9,6/1/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #5",43499680,Princess in pink /,137,3/23/2004,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #6",41565862,Princess in training /,116,3/29/2005,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #7",48149611,Party princess /,49,9/16/2008,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #8",45647658,Princess on the brink /,79,12/15/2006,,,,,x,,,,,,,,,,,,,,,,,
"YA-CABOT, MEG #9",56007347,Princess Mia /,17,7/29/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-CAINE, RACHEL",56913452,Ink and bone /,37,9/10/2015,,x,,,x,,,,,,,,,,,,,,,x,,
"YA-CAINE, RACHEL",65018228,Ash and quill /,17,8/9/2017,,x,,,x,,,,,,,,,,,,,,,x,,
"YA-CAINE, RACHEL #1",65985616,Honor among thieves /,12,6/4/2019,,,,,,,,,,,,,,,,,,,,,,
"YA-CAINE, RACHEL #2",57951667,Paper and fire /,33,10/17/2016,,,,,,,,,,,,,,,,,,,,,,
"YA-CALDWELL, PATRICE",71705537,"A phoenix first must burn : sixteen stories of black girl magic, resistance, and hope /",6,3/16/2020,x,,,,,,,,x,,,,,,,,,,,,,x
"YA-CALETTI, DEB",57668758,Essential maps for the lost /,14,4/8/2016,,,,,x,,,,,,,,,,,x,,,,,,
"YA-CALETTI, DEB",70015888,A heart in a body in the world /,12,9/18/2018,,x,,,x,,,,,,,,,,,x,,,,,,
"YA-CALETTI, DEB",71700751,"Girl, unframed /",2,8/14/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-CALLENDER, KACEN",71716989,Felix ever after /,2,5/6/2020,x,,,,,,,,x,,,,,,,,,,,,,
"YA-CALLENDER, KHERYN",60642899,This is kind of an epic love story /,4,2/21/2019,x,x,,,,,,,x,,,,,,,,,,,,,
"YA-CALONITA, JEN",70238274,"Mirror, mirror : a twisted tale /",15,4/19/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-CAMERON, SHARON",56984552,Rook /,38,5/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-CAMERON, SHARON",57910960,The forgetting /,20,9/26/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CAMERON, SHARON",71709323,The light in hidden places : a novel based on the true story of Stefania Pódgorska /,1,3/3/2020,,,,,x,,,,,,,,,,,,,x,x,,,
"YA-CAMERON, SOPHIE",70223318,Out of the blue /,6,5/29/2018,,x,,,x,,,,x,x,,,,,,,,,,,,
"YA-CAMERON, SOPHIE",70449376,Last bus to Everland /,1,1/15/2020,,x,x,,x,,,,x,x,,,,x,,,x,,,x,,
"YA-CAMPBELL, JACK #1",57657652,The dragons of Dorcastle /,18,3/9/2016,,x,,,x,,,,,,,,,,,,,,,,,
"YA-CAMPBELL, JACK #2",57657603,The hidden masters of Marandur /,16,3/9/2016,,x,,,x,,,,,,,,,,,,,,,,,
"YA-CAPETTA, AMY ROSE",70206677,The brilliant death /,5,12/4/2018,,x,,,,,,x,x,,,,,,,,,,,,,
"YA-CAPETTA, AMY ROSE",70231964,The lost coast /,8,5/22/2019,x,x,x,,x,,,x,x,,,,,,,,,,,,,
"YA-CAPETTA, AMY ROSE",71704795,The storm of life /,1,3/31/2020,,x,,,,,,,x,,,,,,,,,,,,,x
"YA-CARD, ORSON SCOTT",54953708,Pathfinder /,64,10/16/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARD, ORSON SCOTT",55917116,Visitors /,32,1/6/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARD, ORSON SCOTT",57983926,Ender's shadow /,20,6/5/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARD, ORSON SCOTT",71704662,Lost and found /,3,3/31/2020,,,,,x,,,,,,,,,x,,,,,,,,
"YA-CARD, ORSON SCOTT #2",57720195,Ruins /,19,11/12/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARD, ORSON SCOTT #3",57622284,Xenocide /,38,5/2/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARDINAL, ANN DAVILA",70264403,Five midnights /,4,6/14/2019,,,x,,,,,,,,,,,,,,,x,,,,x
"YA-CARDINAL, ANN DÁVILA",70481569,Category five /,3,9/23/2020,,,x,,,,,,,,,,,,,,,x,,,,x
"YA-CARLTON, SUSAN KAPLAN",70263348,In the neighborhood of true /,9,6/14/2019,,,,,x,,,,,,,,,,,,,x,x,,,
"YA-CARMAN, PATRICK",54894233,Tremor /,36,3/5/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARMAN, PATRICK",55908792,Quake /,26,2/25/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARMAN, PATRICK",57673477,Thirteen days to midnight /,18,5/25/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARMAN, PATRICK #1",57622607,Pulse /,34,4/29/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARPENTER, NORA SHALAWAY",71702997,The edge of anything /,0,3/31/2020,,,,,x,,,,,x,,,x,,x,x,,,,,,x
"YA-CARSON, RAE #1",57612673,The girl of fire and thorns /,23,5/18/2016,,,,,x,,,x,,,,,,,,,,,,,,
"YA-CARTER, ALLY",70147236,Not if I save you first /,16,3/26/2018,,,,,x,,,,,,,,,x,,,,,,,,
"YA-CARTER, ALLY #1",54963350,All fall down /,45,1/21/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARTER, ALLY #1",60593696,Heist society /,10,3/26/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARTER, ALLY #2",51751220,Uncommon criminals /,54,6/23/2011,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARTER, ALLY #2",57680233,See how they run /,21,2/5/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARTER, ALLY #3",54091384,Perfect scoundrels /,51,2/13/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARTER, ALLY #3",57634792,Don't judge a girl by her cover /,20,5/27/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARTER, ALLY #4",52406667,Only the good spy young /,54,11/9/2011,,,,,x,,,,,,,,,,,,,,,,,
"YA-CARTER, ALLY #6",57622581,United we spy /,19,4/29/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-CASHORE, KRISTIN",57622904,Fire /,25,4/29/2016,,,,,x,,,,x,,,,,,,,,,,,,
"YA-CASHORE, KRISTIN",65045718,"Jane, unlimited /",21,9/27/2017,,,,,x,,,,x,,,,,,,,,,,,,
"YA-CASHORE, KRISTIN #1",55963656,Graceling /,69,9/4/2014,,,,,x,,,,x,,,,,,,,,,,,,
"YA-CASHORE, KRISTIN #3",65880627,Bitterblue /,2,8/29/2018,,,,,x,,,,x,,,,,,,,,,,,,
"YA-CASS, KIERA",54829064,The prince & the guard /,57,6/5/2014,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CASS, KIERA",54823885,The one /,84,6/11/2014,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CASS, KIERA",57714990,Happily ever after /,57,11/20/2015,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CASS, KIERA",57674368,The siren /,63,2/12/2016,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CASS, KIERA",70213277,The selection /,20,8/8/2018,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CASS, KIERA",71717003,The betrothed /,5,5/6/2020,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CASS, KIERA #2",65890923,The elite /,17,10/10/2018,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CASS, KIERA #4",67148999,The heir /,10,1/14/2020,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CASS, KIERA #5",57616500,The crown /,58,5/13/2016,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-CAST, P. C. #2",60622032,Sun warrior /,16,10/18/2017,,,,,,,,,,,,,,,,,,,,,,
"YA-CAST, P. C. #5",57712804,Hunted /,7,11/24/2015,,,,,,,,,,,,,,,,,,,,,,
"YA-CASTELLUCCI, CECIL",70132352,Don't cosplay with my heart /,11,1/30/2018,,,,,x,,,x,,,,,,,,,,,,,,
"YA-CASTOR, H. M.",54911326,VIII /,31,1/8/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-CAVALLARO, BRITTANY",60616430,Hello girls /,1,8/30/2019,,,,,x,,,,,x,,,,,,,,,,,,
"YA-CAVALLARO, BRITTANY #1",58001686,A study in Charlotte /,22,2/9/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-CAVALLARO, BRITTANY #2",58986639,The last of August /,21,2/25/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-CAVALLARO, BRITTANY #3",70439161,The case for Jamie : a Charlotte Holmes novel /,5,6/30/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-CAVALLARO, BRITTANY #4",70439203,A question of Holmes /,3,6/30/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-CHAMBERS, VERONICA",57968299,The go-between /,10,5/25/2017,,,,,,,,,,,,,,,,,,,,,,
"YA-CHAMPION, LINDSAY",70225313,"Someday, somewhere /",7,5/7/2018,x,,x,,x,,,,x,x,,,x,,,,,,,,,
"YA-CHAN, CRYSTAL",70216627,All that I can fix /,4,6/7/2018,,x,,,x,,,,,x,,,,,,x,,,x,,,
"YA-CHANDLER, KRISTEN",50434760,"Wolves, boys, & other things that might kill me /",40,7/8/2010,,,,,x,,,,,,,,,,,,,,,,,
"YA-CHAO, GLORIA",70008396,American panda /,20,2/2/2018,,x,,,,,,,,,,,,,,,,x,,,,x
"YA-CHAO, GLORIA",70272042,Our wayward fate /,4,10/15/2019,,x,,,,,,,,,,,,,,,,x,,,,x
"YA-CHAPMAN, ELSIE",70467022,Caster /,5,11/4/2019,,,,,,,,,,,,,,,,,,,,,,
"YA-CHAPMAN, ERICA M.",58001587,Teach me to forget /,17,2/9/2017,,,,,x,,,,,x,,,,,,x,,,,,,
"YA-CHARAIPOTRA, SONA",56979123,Tiny pretty things /,37,5/26/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-CHARAIPOTRA, SONA",70283973,Symptoms of a heartbreak /,9,7/30/2019,,x,,,,,,x,,,,,,,,,,x,,,x,x
"YA-CHARAIPOTRA, SONA #2",57926867,Shiny broken pieces /,16,9/8/2016,,x,,,,,,,,,,,,,,,,,,,,
"YA-CHARBONNEAU, JOELLE",65013187,Dividing Eden /,26,6/29/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-CHARBONNEAU, JOELLE",70149752,Time bomb /,17,3/16/2018,x,x,x,,x,,,,x,,,,,,,,,,,x,,
"YA-CHARBONNEAU, JOELLE",70276464,Verify /,4,10/4/2019,,x,,,x,,,,,,,,,,,,,,,,,
"YA-CHARLES, TAMI",70278023,Becoming Beatriz /,6,9/24/2019,x,,x,,,,,,,,,,x,,,,,x,,,,x
"YA-CHASTAIN, EMMA #1",65921546,Confessions of a high school disaster : Chloe Snow's diary /,7,4/9/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-CHASTAIN, EMMA #2",65950917,The year of living awkwardly : sophomore year /,6,2/13/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-CHBOSKY, STEPHEN",57739724,The perks of being a wallflower /,51,10/20/2015,,,,,x,,,,x,,,,,,,,,,,,,
"YA-CHEE, TRACI",,We Are Not Free,,2020,,x,,,,,x,,x,,,,,,,,,x,,,,x
"YA-CHEE, TRACI #1",57910846,The reader /,38,9/26/2016,x,x,x,,x,,,x,x,,,,,,,,,,,,,x
"YA-CHEE, TRACI #2",60634243,The speaker /,12,11/6/2017,x,x,x,,x,,,x,x,,,,,,,,,,,,,x
"YA-CHEE, TRACI #3",70206586,The storyteller /,5,12/4/2018,x,x,x,,x,,,x,x,,,,,,,,,,,,,x
"YA-CHEN, JUSTINA",54070099,Return to me /,25,4/3/2013,,x,,,x,,,,,,,,,,,,,,,,,
"YA-CHEN, JUSTINA",70157110,"Lovely, dark, and deep /",8,7/26/2018,,x,,,x,,,,,,,,,,,,x,x,,,,x
"YA-CHIMA, CINDA WILLIAMS",46384020,The wizard heir /,132,6/5/2007,,,,,,,,,,,,,,,,,,,,,,
"YA-CHIMA, CINDA WILLIAMS",55972996,The sorcerer heir /,38,10/16/2014,,,,,,,,,,,,,,,,,,,,,,
"YA-CHIMA, CINDA WILLIAMS #1",57622250,The Demon King /,67,5/2/2016,x,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-CHIMA, CINDA WILLIAMS #1",65010183,The warrior heir /,23,6/22/2017,x,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-CHIMA, CINDA WILLIAMS #2",57622128,The exiled queen /,43,5/2/2016,x,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-CHIMA, CINDA WILLIAMS #3",57622276,The gray wolf throne /,36,5/2/2016,x,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-CHIMA, CINDA WILLIAMS #3",57622300,The dragon heir /,26,5/2/2016,x,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-CHIMA, CINDA WILLIAMS #4",57622110,The crimson crown /,41,5/2/2016,x,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-CHIMA, CINDA WILLIAMS #4",65020851,The enchanter heir /,11,7/24/2017,x,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-CHOI, MARY H. K.",70147251,Emergency contact /,18,3/26/2018,x,x,,,x,,,,,,,,,,,,,,,,,x
"YA-CHOI, MARY H. K.",70281175,Permanent record /,10,9/13/2019,,x,,,x,,,,,,,,x,,,,,,,,,x
"YA-CHOKSHI, ROSHANI",57626145,The star-touched queen /,26,4/25/2016,,x,,,,,,,,,,,,,,,,,,,,x
"YA-CHOKSHI, ROSHANI",58993353,A crown of wishes /,17,3/31/2017,,x,,,,,,,,,,,,,,,,,,,,x
"YA-CHOKSHI, ROSHANI",70000948,The gilded wolves /,13,1/10/2019,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CHRISTOPHER, LUCY",50842582,Stolen /,68,1/20/2011,,,,,x,,,,,,,,,,,,,,,,,
"YA-CHRISTOPHER, LUCY",54904974,The killing woods /,14,1/23/2014,,,,,x,,,,,,,,,,,x,,,,,,
"YA-CHUPECO, RIN",65921629,The bone witch /,10,3/29/2019,,x,,,,,,,,,,,,,,,,,,,,x
"YA-CHUPECO, RIN",70271994,The never tilting world /,9,10/17/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-CICCARELLI, KRISTEN #1",70141833,Iskari.,13,11/17/2017,,x,,,,,,,,,,,,,,,,,,,,
"YA-CLARE, CASSANDRA",55937577,The Bane chronicles /,51,11/5/2014,,x,,,,,,,x,,,,,,,,,,,,,
"YA-CLARE, CASSANDRA",57963027,Tales from the Shadowhunter Academy /,28,11/15/2016,,,,,x,,,,,,,,,,,,,,x,,,
"YA-CLARE, CASSANDRA #1",70239892,The red scrolls of magic /,14,4/9/2019,,x,,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #1",67129668,City of bones /,9,12/3/2019,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #1",67144147,Clockwork angel /,6,1/3/2020,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #1",71708010,Chain of gold /,7,3/3/2020,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #2",65048563,City of ashes /,32,12/27/2017,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #2",70483003,The Lost Book of the White,4,9/3/2020,,x,,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #3",54074968,Clockwork princess /,80,3/19/2013,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #3",57615973,City of Glass /,44,5/17/2016,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #4",65061715,City of fallen angels /,17,11/20/2017,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #5",65939100,City of lost souls /,13,1/25/2019,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-CLARE, CASSANDRA #6",57929671,City of heavenly fire /,27,9/15/2016,x,x,x,,x,,,,x,,,,,x,x,,,,,,,x
"YA-CLARE, GWENDOLYN",70004973,"Ink, iron, and glass /",21,2/27/2018,,x,,,x,,,,,,,,,,,,,,,x,,
"YA-CLARE, GWENDOLYN #2",70247861,"Mist, metal, and ash /",8,3/13/2019,,x,,,x,,,,,,,,,,,,,,,x,,
